WP_000002567.1	WP_000002567.1
WP_000051848.1	WP_000051848.1
WP_000052404.1	WP_000052404.1
WP_000052404.1	WP_000263622.1
WP_000052404.1	WP_000511799.1
WP_000052520.1	WP_000052520.1
WP_000053154.1	WP_000053154.1
WP_000053154.1	WP_000818887.1
WP_000053154.1	WP_000230128.1
WP_000053154.1	WP_000189496.1
WP_000053154.1	WP_000593862.1
WP_000053154.1	WP_000891273.1
WP_000053154.1	WP_000032384.1
WP_000053154.1	WP_000529593.1
WP_000053154.1	WP_000120355.1
WP_000053154.1	WP_000210674.1
WP_000053154.1	WP_001173889.1
WP_000053154.1	WP_000181801.1
WP_000053154.1	WP_001874612.1
WP_000053154.1	WP_000193363.1
WP_000053154.1	WP_000622721.1
WP_000053154.1	WP_000184098.1
WP_000053154.1	WP_000852851.1
WP_000053154.1	WP_000923535.1
WP_000053154.1	WP_001274148.1
WP_000053154.1	WP_000138506.1
WP_000053154.1	WP_000510606.1
WP_000053154.1	WP_000193235.1
WP_000053154.1	WP_000410286.1
WP_000053154.1	WP_000229966.1
WP_000053154.1	WP_000181757.1
WP_000053154.1	WP_000755575.1
WP_000053154.1	WP_000121094.1
WP_000053154.1	WP_001227930.1
WP_000053154.1	WP_000353149.1
WP_000053154.1	WP_000687221.1
WP_000053154.1	WP_000571227.1
WP_000053154.1	WP_000926588.1
WP_000053154.1	WP_000403526.1
WP_000053154.1	WP_000651256.1
WP_000053154.1	WP_000837541.1
WP_000053154.1	WP_000462434.1
WP_000053154.1	WP_001029973.1
WP_000053154.1	WP_000647638.1
WP_000053154.1	WP_000481820.1
WP_000053321.1	WP_000053321.1
WP_000053321.1	WP_000523009.1
WP_000053869.1	WP_000053869.1
WP_000053869.1	WP_000194372.1
WP_000054430.1	WP_000054430.1
WP_000054430.1	WP_000245079.1
WP_000054430.1	WP_000582850.1
WP_000054430.1	WP_000120355.1
WP_000054430.1	WP_000121094.1
WP_000054430.1	WP_000032384.1
WP_000054430.1	WP_000184098.1
WP_000054430.1	WP_000138506.1
WP_000054430.1	WP_000210674.1
WP_000054430.1	WP_001874612.1
WP_000054430.1	WP_000593862.1
WP_000054430.1	WP_000923535.1
WP_000054430.1	WP_000510606.1
WP_000054430.1	WP_000891273.1
WP_000054430.1	WP_000181801.1
WP_000054430.1	WP_000189496.1
WP_000054430.1	WP_000462434.1
WP_000054430.1	WP_000403526.1
WP_000056607.1	WP_000056607.1
WP_000056782.1	WP_000056782.1
WP_000057245.1	WP_000057245.1
WP_000057251.1	WP_000057251.1
WP_000057251.1	WP_000078282.1
WP_000057251.1	WP_000078285.1
WP_000057521.1	WP_000057521.1
WP_000057521.1	WP_001873241.1
WP_000060306.1	WP_000060306.1
WP_000060538.1	WP_000060538.1
WP_000061344.1	WP_000061344.1
WP_000061344.1	WP_000449636.1
WP_000061665.1	WP_000061665.1
WP_000061734.1	WP_000061734.1
WP_000061734.1	WP_000589158.1
WP_000061734.1	WP_000912307.1
WP_000061734.1	WP_000755575.1
WP_000061734.1	WP_000582850.1
WP_000061734.1	WP_000403526.1
WP_000061734.1	WP_000181757.1
WP_000061734.1	WP_000210674.1
WP_000061734.1	WP_000891273.1
WP_000061940.1	WP_000061940.1
WP_000064105.1	WP_000064105.1
WP_000064640.1	WP_000064640.1
WP_000064997.1	WP_000064997.1
WP_000065320.1	WP_000065320.1
WP_000065499.1	WP_000065499.1
WP_000065499.1	WP_001280070.1
WP_000065534.1	WP_000065534.1
WP_000065534.1	WP_001152978.1
WP_000065860.1	WP_000065860.1
WP_000066071.1	WP_000066071.1
WP_000066889.1	WP_000066889.1
WP_000067087.1	WP_000067087.1
WP_000067087.1	WP_001166208.1
WP_000068053.1	WP_000068053.1
WP_000068109.1	WP_000068109.1
WP_000068665.1	WP_000068665.1
WP_000070708.1	WP_000070708.1
WP_000073157.1	WP_000073157.1
WP_000073440.1	WP_000073440.1
WP_000073533.1	WP_000073533.1
WP_000073775.1	WP_000073775.1
WP_000074512.1	WP_000074512.1
WP_000074744.1	WP_000074744.1
WP_000076365.1	WP_000076365.1
WP_000076365.1	WP_000722052.1
WP_000076365.1	WP_001261248.1
WP_000076365.1	WP_000516681.1
WP_000076365.1	WP_000192298.1
WP_000076365.1	WP_000638639.1
WP_000076365.1	WP_001238594.1
WP_000076365.1	WP_000161338.1
WP_000076708.1	WP_000076708.1
WP_000076708.1	WP_001288036.1
WP_000077187.1	WP_000077187.1
WP_000078282.1	WP_000078282.1
WP_000078282.1	WP_000078285.1
WP_000078282.1	WP_000057251.1
WP_000078285.1	WP_000078285.1
WP_000078285.1	WP_000078282.1
WP_000078285.1	WP_000057251.1
WP_000078403.1	WP_000078403.1
WP_000078851.1	WP_000078851.1
WP_000078931.1	WP_000078931.1
WP_000079341.1	WP_000079341.1
WP_000080007.1	WP_000080007.1
WP_000080032.1	WP_000080032.1
WP_000080032.1	WP_000192462.1
WP_000080854.1	WP_000080854.1
WP_000083753.1	WP_000083753.1
WP_000084342.1	WP_000084342.1
WP_000085641.1	WP_000085641.1
WP_000085641.1	WP_000257836.1
WP_000085851.1	WP_000085851.1
WP_000085851.1	WP_000170543.1
WP_000085851.1	WP_000157949.1
WP_000086620.1	WP_000086620.1
WP_000087842.1	WP_000087842.1
WP_000087883.1	WP_000087883.1
WP_000089129.1	WP_000089129.1
WP_000089337.1	WP_000089337.1
WP_000090277.1	WP_000090277.1
WP_000090325.1	WP_000090325.1
WP_000090325.1	WP_000174832.1
WP_000090507.1	WP_000090507.1
WP_000090507.1	WP_000151682.1
WP_000090704.1	WP_000090704.1
WP_000090785.1	WP_000090785.1
WP_000091520.1	WP_000091520.1
WP_000092759.1	WP_000092759.1
WP_000093527.1	WP_000093527.1
WP_000093692.1	WP_000093692.1
WP_000093958.1	WP_000093958.1
WP_000093958.1	WP_001118756.1
WP_000094341.1	WP_000094341.1
WP_000094377.1	WP_000094377.1
WP_000097985.1	WP_000097985.1
WP_000100034.1	WP_000100034.1
WP_000100034.1	WP_000722379.1
WP_000100034.1	WP_000681005.1
WP_000100034.1	WP_000173640.1
WP_000100034.1	WP_000120401.1
WP_000100668.1	WP_000100668.1
WP_000101235.1	WP_000101235.1
WP_000101528.1	WP_000101528.1
WP_000102835.1	WP_000102835.1
WP_000104360.1	WP_000104360.1
WP_000104360.1	WP_000225972.1
WP_000104405.1	WP_000104405.1
WP_000105939.1	WP_000105939.1
WP_000106179.1	WP_000106179.1
WP_000107749.1	WP_000107749.1
WP_000108275.1	WP_000108275.1
WP_000108710.1	WP_000108710.1
WP_000108710.1	WP_000108716.1
WP_000108716.1	WP_000108716.1
WP_000108716.1	WP_000108710.1
WP_000109135.1	WP_000109135.1
WP_000110918.1	WP_000110918.1
WP_000113464.1	WP_000113464.1
WP_000113632.1	WP_000113632.1
WP_000114502.1	WP_000114502.1
WP_000114502.1	WP_000121094.1
WP_000118217.1	WP_000118217.1
WP_000119581.1	WP_000119581.1
WP_000119699.1	WP_000119699.1
WP_000120090.1	WP_000120090.1
WP_000120348.1	WP_000120348.1
WP_000120355.1	WP_000120355.1
WP_000120355.1	WP_000210674.1
WP_000120355.1	WP_000053154.1
WP_000120355.1	WP_001274148.1
WP_000120355.1	WP_000230128.1
WP_000120355.1	WP_001173889.1
WP_000120355.1	WP_000923535.1
WP_000120355.1	WP_000622721.1
WP_000120355.1	WP_000181801.1
WP_000120355.1	WP_000032384.1
WP_000120355.1	WP_000818887.1
WP_000120355.1	WP_000462434.1
WP_000120355.1	WP_000353149.1
WP_000120355.1	WP_000593862.1
WP_000120355.1	WP_000184098.1
WP_000120355.1	WP_000229966.1
WP_000120355.1	WP_000189496.1
WP_000120355.1	WP_000891273.1
WP_000120355.1	WP_000582850.1
WP_000120355.1	WP_000529593.1
WP_000120355.1	WP_000410286.1
WP_000120355.1	WP_000181757.1
WP_000120355.1	WP_000054430.1
WP_000120355.1	WP_000959464.1
WP_000120355.1	WP_000138506.1
WP_000120355.1	WP_000510606.1
WP_000120355.1	WP_000121094.1
WP_000120355.1	WP_000841526.1
WP_000120355.1	WP_000178150.1
WP_000120355.1	WP_000837541.1
WP_000120355.1	WP_000571227.1
WP_000120355.1	WP_000571227.1
WP_000120355.1	WP_001874612.1
WP_000120355.1	WP_000193363.1
WP_000120355.1	WP_000852851.1
WP_000120355.1	WP_000912307.1
WP_000120355.1	WP_000481820.1
WP_000120355.1	WP_000061734.1
WP_000120355.1	WP_000644459.1
WP_000120355.1	WP_000403526.1
WP_000120355.1	WP_000140979.1
WP_000120355.1	WP_000826946.1
WP_000120401.1	WP_000120401.1
WP_000120401.1	WP_001011647.1
WP_000120401.1	WP_000722379.1
WP_000120401.1	WP_000611501.1
WP_000120401.1	WP_000681005.1
WP_000120401.1	WP_000173640.1
WP_000120401.1	WP_000100034.1
WP_000121094.1	WP_000121094.1
WP_000121094.1	WP_000184098.1
WP_000121094.1	WP_000529593.1
WP_000121094.1	WP_000622721.1
WP_000121094.1	WP_000582850.1
WP_000121094.1	WP_000923535.1
WP_000121094.1	WP_000181757.1
WP_000121094.1	WP_001874612.1
WP_000121094.1	WP_000818887.1
WP_000121094.1	WP_000891273.1
WP_000121094.1	WP_000053154.1
WP_000121094.1	WP_000210674.1
WP_000121094.1	WP_000436152.1
WP_000121094.1	WP_000837541.1
WP_000121094.1	WP_000054430.1
WP_000121094.1	WP_000230128.1
WP_000121094.1	WP_000032384.1
WP_000121094.1	WP_000120355.1
WP_000121094.1	WP_000181801.1
WP_000121094.1	WP_000114502.1
WP_000121094.1	WP_000647638.1
WP_000121094.1	WP_000852851.1
WP_000121094.1	WP_000245079.1
WP_000121094.1	WP_000593862.1
WP_000121094.1	WP_000353149.1
WP_000121094.1	WP_000189496.1
WP_000121094.1	WP_000462434.1
WP_000121094.1	WP_000472832.1
WP_000121094.1	WP_000022469.1
WP_000121094.1	WP_000481820.1
WP_000121094.1	WP_000138506.1
WP_000121094.1	WP_000403526.1
WP_000121548.1	WP_000121548.1
WP_000122197.1	WP_000122197.1
WP_000122450.1	WP_000122450.1
WP_000122450.1	WP_000840698.1
WP_000122836.1	WP_000122836.1
WP_000123604.1	WP_000123604.1
WP_000123604.1	WP_001284141.1
WP_000124583.1	WP_000124583.1
WP_000124583.1	WP_000625597.1
WP_000124839.1	WP_000124839.1
WP_000127487.1	WP_000127487.1
WP_000127487.1	WP_000197049.1
WP_000128167.1	WP_000128167.1
WP_000128297.1	WP_000128297.1
WP_000129105.1	WP_000129105.1
WP_000129273.1	WP_000129273.1
WP_000129510.1	WP_000129510.1
WP_000129872.1	WP_000129872.1
WP_000130119.1	WP_000130119.1
WP_000130594.1	WP_000130594.1
WP_000131727.1	WP_000131727.1
WP_000131746.1	WP_000131746.1
WP_000132515.1	WP_000132515.1
WP_000134095.1	WP_000134095.1
WP_000134095.1	WP_001224271.1
WP_000134168.1	WP_000134168.1
WP_000134196.1	WP_000134196.1
WP_000134196.1	WP_001875915.1
WP_000134282.1	WP_000134282.1
WP_000134314.1	WP_000134314.1
WP_000134666.1	WP_000134666.1
WP_000136423.1	WP_000136423.1
WP_000136509.1	WP_000136509.1
WP_000136509.1	WP_001875996.1
WP_000136757.1	WP_000136757.1
WP_000137036.1	WP_000137036.1
WP_000137254.1	WP_000137254.1
WP_000137373.1	WP_000137373.1
WP_000137498.1	WP_000137498.1
WP_000137518.1	WP_000137518.1
WP_000138155.1	WP_000138155.1
WP_000138202.1	WP_000138202.1
WP_000138506.1	WP_000138506.1
WP_000138506.1	WP_000410286.1
WP_000138506.1	WP_000622721.1
WP_000138506.1	WP_000032384.1
WP_000138506.1	WP_000181801.1
WP_000138506.1	WP_000184098.1
WP_000138506.1	WP_000230128.1
WP_000138506.1	WP_000053154.1
WP_000138506.1	WP_000818887.1
WP_000138506.1	WP_000189496.1
WP_000138506.1	WP_000529593.1
WP_000138506.1	WP_000593862.1
WP_000138506.1	WP_000582850.1
WP_000138506.1	WP_000959464.1
WP_000138506.1	WP_000229966.1
WP_000138506.1	WP_000193363.1
WP_000138506.1	WP_000891273.1
WP_000138506.1	WP_000181757.1
WP_000138506.1	WP_001874612.1
WP_000138506.1	WP_000923535.1
WP_000138506.1	WP_000436152.1
WP_000138506.1	WP_000210674.1
WP_000138506.1	WP_000120355.1
WP_000138506.1	WP_000054430.1
WP_000138506.1	WP_000644459.1
WP_000138506.1	WP_001227930.1
WP_000138506.1	WP_000121094.1
WP_000138570.1	WP_000138570.1
WP_000139163.1	WP_000139163.1
WP_000139169.1	WP_000139169.1
WP_000139169.1	WP_001176108.1
WP_000139169.1	WP_000861302.1
WP_000139227.1	WP_000139227.1
WP_000139227.1	WP_000147951.1
WP_000140208.1	WP_000140208.1
WP_000140248.1	WP_000140248.1
WP_000140346.1	WP_000140346.1
WP_000140673.1	WP_000140673.1
WP_000140979.1	WP_000140979.1
WP_000140979.1	WP_000436152.1
WP_000140979.1	WP_000622721.1
WP_000140979.1	WP_000120355.1
WP_000141119.1	WP_000141119.1
WP_000141119.1	WP_000431299.1
WP_000141654.1	WP_000141654.1
WP_000141871.1	WP_000141871.1
WP_000141918.1	WP_000141918.1
WP_000142546.1	WP_000142546.1
WP_000143135.1	WP_000143135.1
WP_000143135.1	WP_000761620.1
WP_000143226.1	WP_000143226.1
WP_000143288.1	WP_000143288.1
WP_000143785.1	WP_000143785.1
WP_000145178.1	WP_000145178.1
WP_000146544.1	WP_000146544.1
WP_000146945.1	WP_000146945.1
WP_000147951.1	WP_000147951.1
WP_000147951.1	WP_000139227.1
WP_000148892.1	WP_000148892.1
WP_000149079.1	WP_000149079.1
WP_000149451.1	WP_000149451.1
WP_000149487.1	WP_000149487.1
WP_000150959.1	WP_000150959.1
WP_000151014.1	WP_000151014.1
WP_000151014.1	WP_000716723.1
WP_000151500.1	WP_000151500.1
WP_000151682.1	WP_000151682.1
WP_000151682.1	WP_000090507.1
WP_000152414.1	WP_000152414.1
WP_000152461.1	WP_000152461.1
WP_000152527.1	WP_000152527.1
WP_000152527.1	WP_000974606.1
WP_000152527.1	WP_000684126.1
WP_000152823.1	WP_000152823.1
WP_000152905.1	WP_000152905.1
WP_000152905.1	WP_000473468.1
WP_000152905.1	WP_000037656.1
WP_000153119.1	WP_000153119.1
WP_000153219.1	WP_000153219.1
WP_000154437.1	WP_000154437.1
WP_000155919.1	WP_000155919.1
WP_000156042.1	WP_000156042.1
WP_000156223.1	WP_000156223.1
WP_000157949.1	WP_000157949.1
WP_000157949.1	WP_000434617.1
WP_000157949.1	WP_000170543.1
WP_000157949.1	WP_000085851.1
WP_000158189.1	WP_000158189.1
WP_000158397.1	WP_000158397.1
WP_000158597.1	WP_000158597.1
WP_000158743.1	WP_000158743.1
WP_000159092.1	WP_000159092.1
WP_000159235.1	WP_000159235.1
WP_000159254.1	WP_000159254.1
WP_000159504.1	WP_000159504.1
WP_000159519.1	WP_000159519.1
WP_000159544.1	WP_000159544.1
WP_000159544.1	WP_001042360.1
WP_000159544.1	WP_000163068.1
WP_000159885.1	WP_000159885.1
WP_000159915.1	WP_000159915.1
WP_000159976.1	WP_000159976.1
WP_000160205.1	WP_000160205.1
WP_000160598.1	WP_000160598.1
WP_000160923.1	WP_000160923.1
WP_000161120.1	WP_000161120.1
WP_000161120.1	WP_000024354.1
WP_000161120.1	WP_000679059.1
WP_000161338.1	WP_000161338.1
WP_000161338.1	WP_000638639.1
WP_000161338.1	WP_000516681.1
WP_000161338.1	WP_000722052.1
WP_000161338.1	WP_000192298.1
WP_000161338.1	WP_000590687.1
WP_000161338.1	WP_000590620.1
WP_000161338.1	WP_000076365.1
WP_000161338.1	WP_000699093.1
WP_000161688.1	WP_000161688.1
WP_000161847.1	WP_000161847.1
WP_000161894.1	WP_000161894.1
WP_000161967.1	WP_000161967.1
WP_000161972.1	WP_000161972.1
WP_000161972.1	WP_000203865.1
WP_000162146.1	WP_000162146.1
WP_000162181.1	WP_000162181.1
WP_000162275.1	WP_000162275.1
WP_000162280.1	WP_000162280.1
WP_000162280.1	WP_001065469.1
WP_000162326.1	WP_000162326.1
WP_000162326.1	WP_001280060.1
WP_000162435.1	WP_000162435.1
WP_000162435.1	WP_000367664.1
WP_000162771.1	WP_000162771.1
WP_000163019.1	WP_000163019.1
WP_000163019.1	WP_000825437.1
WP_000163068.1	WP_000163068.1
WP_000163068.1	WP_001042360.1
WP_000163068.1	WP_000159544.1
WP_000163483.1	WP_000163483.1
WP_000163512.1	WP_000163512.1
WP_000163893.1	WP_000163893.1
WP_000164166.1	WP_000164166.1
WP_000164166.1	WP_000565430.1
WP_000164268.1	WP_000164268.1
WP_000164575.1	WP_000164575.1
WP_000165475.1	WP_000165475.1
WP_000166043.1	WP_000166043.1
WP_000166111.1	WP_000166111.1
WP_000166134.1	WP_000166134.1
WP_000166256.1	WP_000166256.1
WP_000166549.1	WP_000166549.1
WP_000166859.1	WP_000166859.1
WP_000166926.1	WP_000166926.1
WP_000167491.1	WP_000167491.1
WP_000167813.1	WP_000167813.1
WP_000168511.1	WP_000168511.1
WP_000168603.1	WP_000168603.1
WP_000168894.1	WP_000168894.1
WP_000168894.1	WP_000910750.1
WP_000169238.1	WP_000169238.1
WP_000169238.1	WP_000215675.1
WP_000169238.1	WP_000240713.1
WP_000170241.1	WP_000170241.1
WP_000170241.1	WP_000861302.1
WP_000170241.1	WP_000625597.1
WP_000170432.1	WP_000170432.1
WP_000170470.1	WP_000170470.1
WP_000170504.1	WP_000170504.1
WP_000170543.1	WP_000170543.1
WP_000170543.1	WP_000157949.1
WP_000170543.1	WP_000434617.1
WP_000170543.1	WP_000085851.1
WP_000170564.1	WP_000170564.1
WP_000170758.1	WP_000170758.1
WP_000171115.1	WP_000171115.1
WP_000171304.1	WP_000171304.1
WP_000171304.1	WP_000959464.1
WP_000171455.1	WP_000171455.1
WP_000171455.1	WP_000221826.1
WP_000171847.1	WP_000171847.1
WP_000171904.1	WP_000171904.1
WP_000171904.1	WP_000930334.1
WP_000173346.1	WP_000173346.1
WP_000173379.1	WP_000173379.1
WP_000173640.1	WP_000173640.1
WP_000173640.1	WP_000722379.1
WP_000173640.1	WP_000681005.1
WP_000173640.1	WP_000611501.1
WP_000173640.1	WP_000100034.1
WP_000173640.1	WP_000120401.1
WP_000174081.1	WP_000174081.1
WP_000174081.1	WP_000671140.1
WP_000174549.1	WP_000174549.1
WP_000174832.1	WP_000174832.1
WP_000174832.1	WP_000090325.1
WP_000174846.1	WP_000174846.1
WP_000174854.1	WP_000174854.1
WP_000175070.1	WP_000175070.1
WP_000175198.1	WP_000175198.1
WP_000175198.1	WP_001185390.1
WP_000176333.1	WP_000176333.1
WP_000176420.1	WP_000176420.1
WP_000176428.1	WP_000176428.1
WP_000176428.1	WP_025194106.1
WP_000177410.1	WP_000177410.1
WP_000178019.1	WP_000178019.1
WP_000178080.1	WP_000178080.1
WP_000178150.1	WP_000178150.1
WP_000178150.1	WP_001185985.1
WP_000178150.1	WP_000622721.1
WP_000178150.1	WP_000230128.1
WP_000178150.1	WP_000912307.1
WP_000178150.1	WP_000181801.1
WP_000178150.1	WP_000582850.1
WP_000178150.1	WP_000184098.1
WP_000178150.1	WP_000120355.1
WP_000180008.1	WP_000180008.1
WP_000180264.1	WP_000180264.1
WP_000180539.1	WP_000180539.1
WP_000180539.1	WP_000807697.1
WP_000180568.1	WP_000180568.1
WP_000180582.1	WP_000180582.1
WP_000181212.1	WP_000181212.1
WP_000181414.1	WP_000181414.1
WP_000181757.1	WP_000181757.1
WP_000181757.1	WP_000510606.1
WP_000181757.1	WP_000032384.1
WP_000181757.1	WP_000184098.1
WP_000181757.1	WP_000229966.1
WP_000181757.1	WP_000181801.1
WP_000181757.1	WP_000622721.1
WP_000181757.1	WP_000230128.1
WP_000181757.1	WP_000582850.1
WP_000181757.1	WP_000593862.1
WP_000181757.1	WP_000651256.1
WP_000181757.1	WP_000959464.1
WP_000181757.1	WP_000818887.1
WP_000181757.1	WP_000121094.1
WP_000181757.1	WP_000189496.1
WP_000181757.1	WP_000053154.1
WP_000181757.1	WP_000953607.1
WP_000181757.1	WP_000382833.1
WP_000181757.1	WP_001173889.1
WP_000181757.1	WP_000120355.1
WP_000181757.1	WP_000138506.1
WP_000181757.1	WP_000210674.1
WP_000181757.1	WP_000923535.1
WP_000181757.1	WP_000891273.1
WP_000181757.1	WP_000589158.1
WP_000181757.1	WP_001874612.1
WP_000181757.1	WP_000193363.1
WP_000181757.1	WP_000837541.1
WP_000181757.1	WP_000410286.1
WP_000181757.1	WP_001274148.1
WP_000181757.1	WP_000926588.1
WP_000181757.1	WP_000061734.1
WP_000181757.1	WP_000912307.1
WP_000181757.1	WP_000481820.1
WP_000181757.1	WP_000193235.1
WP_000181757.1	WP_000644459.1
WP_000181757.1	WP_000826946.1
WP_000181757.1	WP_000436152.1
WP_000181801.1	WP_000181801.1
WP_000181801.1	WP_000529593.1
WP_000181801.1	WP_000138506.1
WP_000181801.1	WP_000189496.1
WP_000181801.1	WP_001185985.1
WP_000182605.1	WP_000182605.1
WP_000182709.1	WP_000182709.1
WP_000183429.1	WP_000183429.1
WP_000184098.1	WP_000184098.1
WP_000184098.1	WP_000229966.1
WP_000184098.1	WP_000622721.1
WP_000184098.1	WP_000181801.1
WP_000184098.1	WP_000529593.1
WP_000184098.1	WP_000053154.1
WP_000184098.1	WP_000230128.1
WP_000184098.1	WP_000032384.1
WP_000184098.1	WP_000593862.1
WP_000184098.1	WP_000138506.1
WP_000184098.1	WP_000120355.1
WP_000184098.1	WP_000189496.1
WP_000184098.1	WP_000510606.1
WP_000184098.1	WP_000687221.1
WP_000184098.1	WP_000193363.1
WP_000184098.1	WP_000054430.1
WP_000184098.1	WP_000852851.1
WP_000184290.1	WP_000184290.1
